sentence_id	sentence	target	category	polarity	category_polarity	entailed	start	end
720418:1	The owner truly caters to all your needs .	owner	service general	neutral	service general neutral	no	0	0
720418:2	When family came in he gave them apps to test their palets , and then ordered for them .	NULL	service general	negative	service general negative	no	0	0
720418:2	When family came in he gave them apps to test their palets , and then ordered for them .	NULL	service general	positive	service general positive	yes	0	0
720418:2	When family came in he gave them apps to test their palets , and then ordered for them .	NULL	service general	neutral	service general neutral	no	0	0
720418:3	Everyone was more then happy with his choices .	NULL	service general	negative	service general negative	no	0	0
720418:3	Everyone was more then happy with his choices .	NULL	service general	positive	service general positive	yes	0	0
720418:3	Everyone was more then happy with his choices .	NULL	service general	neutral	service general neutral	no	0	0
720418:4	Great food and the prices are very reasonable .	food	food quality	negative	food quality negative	no	0	0
720418:4	Great food and the prices are very reasonable .	food	food quality	positive	food quality positive	yes	2	3
720418:4	Great food and the prices are very reasonable .	food	food quality	neutral	food quality neutral	no	0	0
720418:4	Great food and the prices are very reasonable .	NULL	restaurant prices	negative	restaurant prices negative	no	0	0
720418:4	Great food and the prices are very reasonable .	NULL	restaurant prices	positive	restaurant prices positive	yes	0	0
720418:4	Great food and the prices are very reasonable .	NULL	restaurant prices	neutral	restaurant prices neutral	no	0	0
720620:1	The food here does a great service to the name  (Cantonese that is . . . ) .	food	food quality	negative	food quality negative	no	0	0
720620:1	The food here does a great service to the name  (Cantonese that is . . . ) .	food	food quality	positive	food quality positive	yes	2	3
720620:1	The food here does a great service to the name  (Cantonese that is . . . ) .	food	food quality	neutral	food quality neutral	no	0	0
720620:2	I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork .	egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork	food quality	negative	food quality negative	no	0	0
720620:2	I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork .	egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork	food quality	positive	food quality positive	yes	7	22
720620:2	I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork .	egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork	food quality	neutral	food quality neutral	no	0	0
720620:3	This dish is my favorite and I always get it when I go there and never get tired of it .	dish	food quality	negative	food quality negative	no	0	0
720620:3	This dish is my favorite and I always get it when I go there and never get tired of it .	dish	food quality	positive	food quality positive	yes	2	3
720620:3	This dish is my favorite and I always get it when I go there and never get tired of it .	dish	food quality	neutral	food quality neutral	no	0	0
720620:4	Try the congee and the donut like deep fried dough they call Ow Ley Soh , a delicious and sweet tasting bread .	congee	food quality	negative	food quality negative	no	0	0
720620:4	Try the congee and the donut like deep fried dough they call Ow Ley Soh , a delicious and sweet tasting bread .	congee	food quality	positive	food quality positive	yes	3	4
720620:4	Try the congee and the donut like deep fried dough they call Ow Ley Soh , a delicious and sweet tasting bread .	congee	food quality	neutral	food quality neutral	no	0	0
720620:4	Try the congee and the donut like deep fried dough they call Ow Ley Soh , a delicious and sweet tasting bread .	Ow Ley Soh	food quality	negative	food quality negative	no	0	0
720620:4	Try the congee and the donut like deep fried dough they call Ow Ley Soh , a delicious and sweet tasting bread .	Ow Ley Soh	food quality	positive	food quality positive	yes	13	16
720620:4	Try the congee and the donut like deep fried dough they call Ow Ley Soh , a delicious and sweet tasting bread .	Ow Ley Soh	food quality	neutral	food quality neutral	no	0	0
720620:5	Simply some good tasting Chinese food at incredible prices . . .	Chinese food	food quality	negative	food quality negative	no	0	0
720620:5	Simply some good tasting Chinese food at incredible prices . . .	Chinese food	food quality	positive	food quality positive	yes	5	7
720620:5	Simply some good tasting Chinese food at incredible prices . . .	Chinese food	food quality	neutral	food quality neutral	no	0	0
720620:5	Simply some good tasting Chinese food at incredible prices . . .	Chinese food	food prices	negative	food prices negative	no	0	0
720620:5	Simply some good tasting Chinese food at incredible prices . . .	Chinese food	food prices	positive	food prices positive	yes	5	7
720620:5	Simply some good tasting Chinese food at incredible prices . . .	Chinese food	food prices	neutral	food prices neutral	no	0	0
720620:6	Service is not what you are coming here for . . .	Service	service general	negative	service general negative	yes	1	2
720620:6	Service is not what you are coming here for . . .	Service	service general	positive	service general positive	no	0	0
720620:6	Service is not what you are coming here for . . .	Service	service general	neutral	service general neutral	no	0	0
720620:8	Big Wong is a great place to eat and fill your stomach .	Big Wong	restaurant general	negative	restaurant general negative	no	0	0
720620:8	Big Wong is a great place to eat and fill your stomach .	Big Wong	restaurant general	positive	restaurant general positive	yes	1	3
720620:8	Big Wong is a great place to eat and fill your stomach .	Big Wong	restaurant general	neutral	restaurant general neutral	no	0	0
735448:1	whoever the jazz duo was , they were on POINT .	jazz duo	ambience general	negative	ambience general negative	no	0	0
735448:1	whoever the jazz duo was , they were on POINT .	jazz duo	ambience general	positive	ambience general positive	yes	3	5
735448:1	whoever the jazz duo was , they were on POINT .	jazz duo	ambience general	neutral	ambience general neutral	no	0	0
735448:2	good music , great food , speedy service affordable prices .	music	ambience general	negative	ambience general negative	no	0	0
735448:2	good music , great food , speedy service affordable prices .	music	ambience general	positive	ambience general positive	yes	2	3
735448:2	good music , great food , speedy service affordable prices .	music	ambience general	neutral	ambience general neutral	no	0	0
735448:2	good music , great food , speedy service affordable prices .	food	food quality	negative	food quality negative	no	0	0
735448:2	good music , great food , speedy service affordable prices .	food	food quality	positive	food quality positive	yes	5	6
735448:2	good music , great food , speedy service affordable prices .	food	food quality	neutral	food quality neutral	no	0	0
735448:2	good music , great food , speedy service affordable prices .	service	service general	negative	service general negative	no	0	0
735448:2	good music , great food , speedy service affordable prices .	service	service general	positive	service general positive	yes	8	9
735448:2	good music , great food , speedy service affordable prices .	service	service general	neutral	service general neutral	no	0	0
735448:2	good music , great food , speedy service affordable prices .	NULL	restaurant prices	negative	restaurant prices negative	no	0	0
735448:2	good music , great food , speedy service affordable prices .	NULL	restaurant prices	positive	restaurant prices positive	yes	0	0
735448:2	good music , great food , speedy service affordable prices .	NULL	restaurant prices	neutral	restaurant prices neutral	no	0	0
735448:3	even the wine by the glass was good .	wine by the glass	drinks quality	negative	drinks quality negative	no	0	0
735448:3	even the wine by the glass was good .	wine by the glass	drinks quality	positive	drinks quality positive	yes	3	7
735448:3	even the wine by the glass was good .	wine by the glass	drinks quality	neutral	drinks quality neutral	no	0	0
735448:4	its a little out of the way if you don 't live in the neighborhood , but definitely worth the trip from wherever you are .	NULL	location general	negative	location general negative	yes	0	0
735448:4	its a little out of the way if you don 't live in the neighborhood , but definitely worth the trip from wherever you are .	NULL	location general	positive	location general positive	no	0	0
735448:4	its a little out of the way if you don 't live in the neighborhood , but definitely worth the trip from wherever you are .	NULL	location general	neutral	location general neutral	no	0	0
735448:4	its a little out of the way if you don 't live in the neighborhood , but definitely worth the trip from wherever you are .	NULL	restaurant general	negative	restaurant general negative	no	0	0
735448:4	its a little out of the way if you don 't live in the neighborhood , but definitely worth the trip from wherever you are .	NULL	restaurant general	positive	restaurant general positive	yes	0	0
735448:4	its a little out of the way if you don 't live in the neighborhood , but definitely worth the trip from wherever you are .	NULL	restaurant general	neutral	restaurant general neutral	no	0	0
737999:0	Consistently good Japanese Tapas .	Japanese Tapas	food quality	negative	food quality negative	no	0	0
737999:0	Consistently good Japanese Tapas .	Japanese Tapas	food quality	positive	food quality positive	yes	3	5
737999:0	Consistently good Japanese Tapas .	Japanese Tapas	food quality	neutral	food quality neutral	no	0	0
737999:2	Always good drinks and service is pretty good ;	drinks	drinks quality	negative	drinks quality negative	no	0	0
737999:2	Always good drinks and service is pretty good ;	drinks	drinks quality	positive	drinks quality positive	yes	3	4
737999:2	Always good drinks and service is pretty good ;	drinks	drinks quality	neutral	drinks quality neutral	no	0	0
737999:2	Always good drinks and service is pretty good ;	service	service general	negative	service general negative	no	0	0
737999:2	Always good drinks and service is pretty good ;	service	service general	positive	service general positive	yes	5	6
737999:2	Always good drinks and service is pretty good ;	service	service general	neutral	service general neutral	no	0	0
737999:3	Atmosphere is nice and relaxed too . . .	Atmosphere	ambience general	negative	ambience general negative	no	0	0
737999:3	Atmosphere is nice and relaxed too . . .	Atmosphere	ambience general	positive	ambience general positive	yes	1	2
737999:3	Atmosphere is nice and relaxed too . . .	Atmosphere	ambience general	neutral	ambience general neutral	no	0	0
737999:4	A great place to meet up for some food and drinks . . .  	place	restaurant miscellaneous	negative	restaurant miscellaneous negative	no	0	0
737999:4	A great place to meet up for some food and drinks . . .  	place	restaurant miscellaneous	positive	restaurant miscellaneous positive	yes	3	4
737999:4	A great place to meet up for some food and drinks . . .  	place	restaurant miscellaneous	neutral	restaurant miscellaneous neutral	no	0	0
737999:5	Yakitori  (bbq meats ) is tasty too .	Yakitori (bbq meats)	food quality	negative	food quality negative	no	0	0
737999:5	Yakitori  (bbq meats ) is tasty too .	Yakitori (bbq meats)	food quality	positive	food quality positive	yes	0	0
737999:5	Yakitori  (bbq meats ) is tasty too .	Yakitori (bbq meats)	food quality	neutral	food quality neutral	no	0	0
740923:1	If you don 't mind pre-sliced low quality fish , unfriendly staff and a sushi chef that looks like he is miserable then this is your place .	fish	food quality	negative	food quality negative	yes	9	10
740923:1	If you don 't mind pre-sliced low quality fish , unfriendly staff and a sushi chef that looks like he is miserable then this is your place .	fish	food quality	positive	food quality positive	no	0	0
740923:1	If you don 't mind pre-sliced low quality fish , unfriendly staff and a sushi chef that looks like he is miserable then this is your place .	fish	food quality	neutral	food quality neutral	no	0	0
740923:1	If you don 't mind pre-sliced low quality fish , unfriendly staff and a sushi chef that looks like he is miserable then this is your place .	staff	service general	negative	service general negative	yes	12	13
740923:1	If you don 't mind pre-sliced low quality fish , unfriendly staff and a sushi chef that looks like he is miserable then this is your place .	staff	service general	positive	service general positive	no	0	0
740923:1	If you don 't mind pre-sliced low quality fish , unfriendly staff and a sushi chef that looks like he is miserable then this is your place .	staff	service general	neutral	service general neutral	no	0	0
740923:1	If you don 't mind pre-sliced low quality fish , unfriendly staff and a sushi chef that looks like he is miserable then this is your place .	sushi chef	restaurant miscellaneous	negative	restaurant miscellaneous negative	yes	15	17
740923:1	If you don 't mind pre-sliced low quality fish , unfriendly staff and a sushi chef that looks like he is miserable then this is your place .	sushi chef	restaurant miscellaneous	positive	restaurant miscellaneous positive	no	0	0
740923:1	If you don 't mind pre-sliced low quality fish , unfriendly staff and a sushi chef that looks like he is miserable then this is your place .	sushi chef	restaurant miscellaneous	neutral	restaurant miscellaneous neutral	no	0	0
740923:2	Price and quality of fish alone will keep us from making a return visit .	fish	food prices	negative	food prices negative	yes	5	6
740923:2	Price and quality of fish alone will keep us from making a return visit .	fish	food prices	positive	food prices positive	no	0	0
740923:2	Price and quality of fish alone will keep us from making a return visit .	fish	food prices	neutral	food prices neutral	no	0	0
740923:2	Price and quality of fish alone will keep us from making a return visit .	fish	food quality	negative	food quality negative	yes	5	6
740923:2	Price and quality of fish alone will keep us from making a return visit .	fish	food quality	positive	food quality positive	no	0	0
740923:2	Price and quality of fish alone will keep us from making a return visit .	fish	food quality	neutral	food quality neutral	no	0	0
740923:2	Price and quality of fish alone will keep us from making a return visit .	NULL	restaurant general	negative	restaurant general negative	yes	0	0
740923:2	Price and quality of fish alone will keep us from making a return visit .	NULL	restaurant general	positive	restaurant general positive	no	0	0
740923:2	Price and quality of fish alone will keep us from making a return visit .	NULL	restaurant general	neutral	restaurant general neutral	no	0	0
740923:3	Wasn 't going to share but I feel obligated . . .while sitting at the sushi bar dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing .	chef	food quality	negative	food quality negative	yes	22	23
740923:3	Wasn 't going to share but I feel obligated . . .while sitting at the sushi bar dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing .	chef	food quality	positive	food quality positive	no	0	0
740923:3	Wasn 't going to share but I feel obligated . . .while sitting at the sushi bar dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing .	chef	food quality	neutral	food quality neutral	no	0	0
740923:4	No thanks ! ! !	NULL	restaurant general	negative	restaurant general negative	yes	0	0
740923:4	No thanks ! ! !	NULL	restaurant general	positive	restaurant general positive	no	0	0
740923:4	No thanks ! ! !	NULL	restaurant general	neutral	restaurant general neutral	no	0	0
744478:0	This place , which is only a few months old , is perhaps Queens ' biggest secret !	place	restaurant general	negative	restaurant general negative	no	0	0
744478:0	This place , which is only a few months old , is perhaps Queens ' biggest secret !	place	restaurant general	positive	restaurant general positive	yes	2	3
744478:0	This place , which is only a few months old , is perhaps Queens ' biggest secret !	place	restaurant general	neutral	restaurant general neutral	no	0	0
744478:1	Fabulous decor - makes you feel like you 're in a trendy Manhattan restaurant , very very good food , cheaply-priced , generally friendly staff , and if you 're a Manhattanite , or spend most of your time in Manhattan , Rice Avenue will make you feel at home . . . . .very Soho /Village /Upper West Side minus the expensive prices and pretentious clientele . . . . .all on Roosevelt Avenue !	decor	ambience general	negative	ambience general negative	no	0	0
744478:1	Fabulous decor - makes you feel like you 're in a trendy Manhattan restaurant , very very good food , cheaply-priced , generally friendly staff , and if you 're a Manhattanite , or spend most of your time in Manhattan , Rice Avenue will make you feel at home . . . . .very Soho /Village /Upper West Side minus the expensive prices and pretentious clientele . . . . .all on Roosevelt Avenue !	decor	ambience general	positive	ambience general positive	yes	2	3
744478:1	Fabulous decor - makes you feel like you 're in a trendy Manhattan restaurant , very very good food , cheaply-priced , generally friendly staff , and if you 're a Manhattanite , or spend most of your time in Manhattan , Rice Avenue will make you feel at home . . . . .very Soho /Village /Upper West Side minus the expensive prices and pretentious clientele . . . . .all on Roosevelt Avenue !	decor	ambience general	neutral	ambience general neutral	no	0	0
744478:1	Fabulous decor - makes you feel like you 're in a trendy Manhattan restaurant , very very good food , cheaply-priced , generally friendly staff , and if you 're a Manhattanite , or spend most of your time in Manhattan , Rice Avenue will make you feel at home . . . . .very Soho /Village /Upper West Side minus the expensive prices and pretentious clientele . . . . .all on Roosevelt Avenue !	food	food quality	negative	food quality negative	no	0	0
744478:1	Fabulous decor - makes you feel like you 're in a trendy Manhattan restaurant , very very good food , cheaply-priced , generally friendly staff , and if you 're a Manhattanite , or spend most of your time in Manhattan , Rice Avenue will make you feel at home . . . . .very Soho /Village /Upper West Side minus the expensive prices and pretentious clientele . . . . .all on Roosevelt Avenue !	food	food quality	positive	food quality positive	yes	19	20
744478:1	Fabulous decor - makes you feel like you 're in a trendy Manhattan restaurant , very very good food , cheaply-priced , generally friendly staff , and if you 're a Manhattanite , or spend most of your time in Manhattan , Rice Avenue will make you feel at home . . . . .very Soho /Village /Upper West Side minus the expensive prices and pretentious clientele . . . . .all on Roosevelt Avenue !	food	food quality	neutral	food quality neutral	no	0	0
744478:1	Fabulous decor - makes you feel like you 're in a trendy Manhattan restaurant , very very good food , cheaply-priced , generally friendly staff , and if you 're a Manhattanite , or spend most of your time in Manhattan , Rice Avenue will make you feel at home . . . . .very Soho /Village /Upper West Side minus the expensive prices and pretentious clientele . . . . .all on Roosevelt Avenue !	food	food prices	negative	food prices negative	no	0	0
744478:1	Fabulous decor - makes you feel like you 're in a trendy Manhattan restaurant , very very good food , cheaply-priced , generally friendly staff , and if you 're a Manhattanite , or spend most of your time in Manhattan , Rice Avenue will make you feel at home . . . . .very Soho /Village /Upper West Side minus the expensive prices and pretentious clientele . . . . .all on Roosevelt Avenue !	food	food prices	positive	food prices positive	yes	19	20
744478:1	Fabulous decor - makes you feel like you 're in a trendy Manhattan restaurant , very very good food , cheaply-priced , generally friendly staff , and if you 're a Manhattanite , or spend most of your time in Manhattan , Rice Avenue will make you feel at home . . . . .very Soho /Village /Upper West Side minus the expensive prices and pretentious clientele . . . . .all on Roosevelt Avenue !	food	food prices	neutral	food prices neutral	no	0	0
744478:1	Fabulous decor - makes you feel like you 're in a trendy Manhattan restaurant , very very good food , cheaply-priced , generally friendly staff , and if you 're a Manhattanite , or spend most of your time in Manhattan , Rice Avenue will make you feel at home . . . . .very Soho /Village /Upper West Side minus the expensive prices and pretentious clientele . . . . .all on Roosevelt Avenue !	staff	service general	negative	service general negative	no	0	0
744478:1	Fabulous decor - makes you feel like you 're in a trendy Manhattan restaurant , very very good food , cheaply-priced , generally friendly staff , and if you 're a Manhattanite , or spend most of your time in Manhattan , Rice Avenue will make you feel at home . . . . .very Soho /Village /Upper West Side minus the expensive prices and pretentious clientele . . . . .all on Roosevelt Avenue !	staff	service general	positive	service general positive	yes	25	26
744478:1	Fabulous decor - makes you feel like you 're in a trendy Manhattan restaurant , very very good food , cheaply-priced , generally friendly staff , and if you 're a Manhattanite , or spend most of your time in Manhattan , Rice Avenue will make you feel at home . . . . .very Soho /Village /Upper West Side minus the expensive prices and pretentious clientele . . . . .all on Roosevelt Avenue !	staff	service general	neutral	service general neutral	no	0	0
744478:1	Fabulous decor - makes you feel like you 're in a trendy Manhattan restaurant , very very good food , cheaply-priced , generally friendly staff , and if you 're a Manhattanite , or spend most of your time in Manhattan , Rice Avenue will make you feel at home . . . . .very Soho /Village /Upper West Side minus the expensive prices and pretentious clientele . . . . .all on Roosevelt Avenue !	Rice Avenue	ambience general	negative	ambience general negative	no	0	0
744478:1	Fabulous decor - makes you feel like you 're in a trendy Manhattan restaurant , very very good food , cheaply-priced , generally friendly staff , and if you 're a Manhattanite , or spend most of your time in Manhattan , Rice Avenue will make you feel at home . . . . .very Soho /Village /Upper West Side minus the expensive prices and pretentious clientele . . . . .all on Roosevelt Avenue !	Rice Avenue	ambience general	positive	ambience general positive	yes	43	45
744478:1	Fabulous decor - makes you feel like you 're in a trendy Manhattan restaurant , very very good food , cheaply-priced , generally friendly staff , and if you 're a Manhattanite , or spend most of your time in Manhattan , Rice Avenue will make you feel at home . . . . .very Soho /Village /Upper West Side minus the expensive prices and pretentious clientele . . . . .all on Roosevelt Avenue !	Rice Avenue	ambience general	neutral	ambience general neutral	no	0	0
744478:1	Fabulous decor - makes you feel like you 're in a trendy Manhattan restaurant , very very good food , cheaply-priced , generally friendly staff , and if you 're a Manhattanite , or spend most of your time in Manhattan , Rice Avenue will make you feel at home . . . . .very Soho /Village /Upper West Side minus the expensive prices and pretentious clientele . . . . .all on Roosevelt Avenue !	Rice Avenue	location general	negative	location general negative	no	0	0
744478:1	Fabulous decor - makes you feel like you 're in a trendy Manhattan restaurant , very very good food , cheaply-priced , generally friendly staff , and if you 're a Manhattanite , or spend most of your time in Manhattan , Rice Avenue will make you feel at home . . . . .very Soho /Village /Upper West Side minus the expensive prices and pretentious clientele . . . . .all on Roosevelt Avenue !	Rice Avenue	location general	positive	location general positive	yes	43	45
744478:1	Fabulous decor - makes you feel like you 're in a trendy Manhattan restaurant , very very good food , cheaply-priced , generally friendly staff , and if you 're a Manhattanite , or spend most of your time in Manhattan , Rice Avenue will make you feel at home . . . . .very Soho /Village /Upper West Side minus the expensive prices and pretentious clientele . . . . .all on Roosevelt Avenue !	Rice Avenue	location general	neutral	location general neutral	no	0	0
744478:1	Fabulous decor - makes you feel like you 're in a trendy Manhattan restaurant , very very good food , cheaply-priced , generally friendly staff , and if you 're a Manhattanite , or spend most of your time in Manhattan , Rice Avenue will make you feel at home . . . . .very Soho /Village /Upper West Side minus the expensive prices and pretentious clientele . . . . .all on Roosevelt Avenue !	Rice Avenue	restaurant prices	negative	restaurant prices negative	no	0	0
744478:1	Fabulous decor - makes you feel like you 're in a trendy Manhattan restaurant , very very good food , cheaply-priced , generally friendly staff , and if you 're a Manhattanite , or spend most of your time in Manhattan , Rice Avenue will make you feel at home . . . . .very Soho /Village /Upper West Side minus the expensive prices and pretentious clientele . . . . .all on Roosevelt Avenue !	Rice Avenue	restaurant prices	positive	restaurant prices positive	yes	43	45
744478:1	Fabulous decor - makes you feel like you 're in a trendy Manhattan restaurant , very very good food , cheaply-priced , generally friendly staff , and if you 're a Manhattanite , or spend most of your time in Manhattan , Rice Avenue will make you feel at home . . . . .very Soho /Village /Upper West Side minus the expensive prices and pretentious clientele . . . . .all on Roosevelt Avenue !	Rice Avenue	restaurant prices	neutral	restaurant prices neutral	no	0	0
746254:0	We were seated outside and the waiter spilled red wine and hot tea on myself and my date .	waiter	service general	negative	service general negative	yes	7	8
746254:0	We were seated outside and the waiter spilled red wine and hot tea on myself and my date .	waiter	service general	positive	service general positive	no	0	0
746254:0	We were seated outside and the waiter spilled red wine and hot tea on myself and my date .	waiter	service general	neutral	service general neutral	no	0	0
746254:1	We were then shooed inside .	NULL	service general	negative	service general negative	yes	0	0
746254:1	We were then shooed inside .	NULL	service general	positive	service general positive	no	0	0
746254:1	We were then shooed inside .	NULL	service general	neutral	service general neutral	no	0	0
746254:2	One would think we 'd get an apology or complimentary drinks - instead , we got a snobby waiter wouldn 't even take our order for 15 minutes and gave us lip when we asked him to do so .	waiter	service general	negative	service general negative	yes	19	20
746254:2	One would think we 'd get an apology or complimentary drinks - instead , we got a snobby waiter wouldn 't even take our order for 15 minutes and gave us lip when we asked him to do so .	waiter	service general	positive	service general positive	no	0	0
746254:2	One would think we 'd get an apology or complimentary drinks - instead , we got a snobby waiter wouldn 't even take our order for 15 minutes and gave us lip when we asked him to do so .	waiter	service general	neutral	service general neutral	no	0	0
746254:3	We left , never to return .	NULL	restaurant general	negative	restaurant general negative	yes	0	0
746254:3	We left , never to return .	NULL	restaurant general	positive	restaurant general positive	no	0	0
746254:3	We left , never to return .	NULL	restaurant general	neutral	restaurant general neutral	no	0	0
746254:4	With so many good restaurants on the UWS , I don 't need overpriced food , absurdly arrogant wait-staff who don 't recognize they work at a glorified diner , clumsy service , and management that doesn 't care .	food	food prices	negative	food prices negative	yes	15	16
746254:4	With so many good restaurants on the UWS , I don 't need overpriced food , absurdly arrogant wait-staff who don 't recognize they work at a glorified diner , clumsy service , and management that doesn 't care .	food	food prices	positive	food prices positive	no	0	0
746254:4	With so many good restaurants on the UWS , I don 't need overpriced food , absurdly arrogant wait-staff who don 't recognize they work at a glorified diner , clumsy service , and management that doesn 't care .	food	food prices	neutral	food prices neutral	no	0	0
746254:4	With so many good restaurants on the UWS , I don 't need overpriced food , absurdly arrogant wait-staff who don 't recognize they work at a glorified diner , clumsy service , and management that doesn 't care .	wait-staff	service general	negative	service general negative	yes	19	20
746254:4	With so many good restaurants on the UWS , I don 't need overpriced food , absurdly arrogant wait-staff who don 't recognize they work at a glorified diner , clumsy service , and management that doesn 't care .	wait-staff	service general	positive	service general positive	no	0	0
746254:4	With so many good restaurants on the UWS , I don 't need overpriced food , absurdly arrogant wait-staff who don 't recognize they work at a glorified diner , clumsy service , and management that doesn 't care .	wait-staff	service general	neutral	service general neutral	no	0	0
746254:4	With so many good restaurants on the UWS , I don 't need overpriced food , absurdly arrogant wait-staff who don 't recognize they work at a glorified diner , clumsy service , and management that doesn 't care .	service	service general	negative	service general negative	yes	32	33
746254:4	With so many good restaurants on the UWS , I don 't need overpriced food , absurdly arrogant wait-staff who don 't recognize they work at a glorified diner , clumsy service , and management that doesn 't care .	service	service general	positive	service general positive	no	0	0
746254:4	With so many good restaurants on the UWS , I don 't need overpriced food , absurdly arrogant wait-staff who don 't recognize they work at a glorified diner , clumsy service , and management that doesn 't care .	service	service general	neutral	service general neutral	no	0	0
746254:4	With so many good restaurants on the UWS , I don 't need overpriced food , absurdly arrogant wait-staff who don 't recognize they work at a glorified diner , clumsy service , and management that doesn 't care .	management	service general	negative	service general negative	yes	35	36
746254:4	With so many good restaurants on the UWS , I don 't need overpriced food , absurdly arrogant wait-staff who don 't recognize they work at a glorified diner , clumsy service , and management that doesn 't care .	management	service general	positive	service general positive	no	0	0
746254:4	With so many good restaurants on the UWS , I don 't need overpriced food , absurdly arrogant wait-staff who don 't recognize they work at a glorified diner , clumsy service , and management that doesn 't care .	management	service general	neutral	service general neutral	no	0	0
751493:0	I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side .	service	service general	negative	service general negative	yes	20	21
751493:0	I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side .	service	service general	positive	service general positive	no	0	0
751493:0	I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side .	service	service general	neutral	service general neutral	no	0	0
751493:0	I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side .	food	food prices	negative	food prices negative	yes	25	26
751493:0	I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side .	food	food prices	positive	food prices positive	no	0	0
751493:0	I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side .	food	food prices	neutral	food prices neutral	no	0	0
751493:0	I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side .	food	food quality	negative	food quality negative	yes	25	26
751493:0	I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side .	food	food quality	positive	food quality positive	no	0	0
751493:0	I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side .	food	food quality	neutral	food quality neutral	no	0	0
754495:2	The food is okay and the prices here are mediocre .	food	food quality	negative	food quality negative	no	0	0
754495:2	The food is okay and the prices here are mediocre .	food	food quality	positive	food quality positive	no	0	0
754495:2	The food is okay and the prices here are mediocre .	food	food quality	neutral	food quality neutral	yes	2	3
754495:2	The food is okay and the prices here are mediocre .	NULL	restaurant prices	negative	restaurant prices negative	no	0	0
754495:2	The food is okay and the prices here are mediocre .	NULL	restaurant prices	positive	restaurant prices positive	no	0	0
754495:2	The food is okay and the prices here are mediocre .	NULL	restaurant prices	neutral	restaurant prices neutral	yes	0	0
757762:0	Baluchi 's has solid food and a nice decor at reasonable prices .	food	food quality	negative	food quality negative	no	0	0
757762:0	Baluchi 's has solid food and a nice decor at reasonable prices .	food	food quality	positive	food quality positive	yes	5	6
757762:0	Baluchi 's has solid food and a nice decor at reasonable prices .	food	food quality	neutral	food quality neutral	no	0	0
757762:0	Baluchi 's has solid food and a nice decor at reasonable prices .	decor	ambience general	negative	ambience general negative	no	0	0
757762:0	Baluchi 's has solid food and a nice decor at reasonable prices .	decor	ambience general	positive	ambience general positive	yes	9	10
757762:0	Baluchi 's has solid food and a nice decor at reasonable prices .	decor	ambience general	neutral	ambience general neutral	no	0	0
757762:0	Baluchi 's has solid food and a nice decor at reasonable prices .	Baluchi's	restaurant prices	negative	restaurant prices negative	no	0	0
757762:0	Baluchi 's has solid food and a nice decor at reasonable prices .	Baluchi's	restaurant prices	positive	restaurant prices positive	yes	0	0
757762:0	Baluchi 's has solid food and a nice decor at reasonable prices .	Baluchi's	restaurant prices	neutral	restaurant prices neutral	no	0	0
757762:1	The only problem is that the manager is a complete incompetent .	manager	service general	negative	service general negative	yes	7	8
757762:1	The only problem is that the manager is a complete incompetent .	manager	service general	positive	service general positive	no	0	0
757762:1	The only problem is that the manager is a complete incompetent .	manager	service general	neutral	service general neutral	no	0	0
757762:2	He offers subpar service and has no personality .	service	service general	negative	service general negative	yes	4	5
757762:2	He offers subpar service and has no personality .	service	service general	positive	service general positive	no	0	0
757762:2	He offers subpar service and has no personality .	service	service general	neutral	service general neutral	no	0	0
757762:3	In fact , it appears he is going to go postal at any moment .	NULL	service general	negative	service general negative	yes	0	0
757762:3	In fact , it appears he is going to go postal at any moment .	NULL	service general	positive	service general positive	no	0	0
757762:3	In fact , it appears he is going to go postal at any moment .	NULL	service general	neutral	service general neutral	no	0	0
757762:5	There is no excuse for such lousy service !	service	service general	negative	service general negative	yes	8	9
757762:5	There is no excuse for such lousy service !	service	service general	positive	service general positive	no	0	0
757762:5	There is no excuse for such lousy service !	service	service general	neutral	service general neutral	no	0	0
